2c968186/67cbe214/0167/cbf337a7/1104;BAU00520;Massivhaus Rhein-Lahn Gmbh;""
2c968186/67cbe214/0167/cbf3397b/111e;ALLG201102;Max-Planck-Institut für Chemie;
2c968186/67cbe214/0167/cbf2edef/0cac;ALLG2011134;Hörmann Automotive Gustavsburg GmbH;
2c96949d/7a5b8bde/017a/5c548639/00e9;ZDF;ZDF-Kasino GmbH;
2c968186/67cbe214/0167/cbf38779/159c;ME201167;Roland Rother;Kfz-Reparaturen
2c968186/67cbe214/0167/cbf3d46e/1a40;EL000174;WIV Wein International AG;""
2c968186/67cbe214/0167/cbf2cc7e/0a97;EL201104;Friedrich Drehwald-Balz;
2c9694a0/916963be/0191/69b076a2/0117;Staatstheater Mainz GmbH- Kakadu;Staatstheater Mainz GmbH- Kakadu;
2c968186/67cbe214/0167/cbf2f10b/0cda;EHG201102;Hotel Cafe Köppel;
2c9681e8/6c844bd7/016c/85926dc1/00ee;ME2011110;MBO;Metelltechnik Özcan & Özcan
2c969491/7fe38595/017f/e433599f/0142;BAU220402;Wohnungsbau GmbH Worms;
2c9681e7/73b81289/0173/b8dfe2de/0220;MED201116;Bayer design;
2c968186/67cbe214/0167/cbf245ee/02f2;EL00220;DCCS Deutschland GmbH;
2c968186/67cbe214/0167/cbf31d3a/0f7d;ME201141;Kräuter Automobile GmbH;
2c968186/67cbe214/0167/cbf3372a/10fd;BAU00350;Martin Scheidt;Steinmetz- und Steinbildhauermeister
2c968186/67cbe214/0167/cbf378a5/14b8;MED201174;Quadrolux GmbH;
2c968186/67cbe214/0167/cbf338ff/1117;EL000098;MAURUS Automatisierungstechnik;""
2c9681e7/687f0fe6/0168/7f16d4e0/0039;BAU2011140;Axel Heuser Werkstätten für Grabmalkunst GmbH;
2c96949d/91552bac/0191/69526557/0b0e;Braun;Natursteinhaus Bärbel Braun;
2c969491/7b7c37a5/017b/7c7a5e20/01ba;EL210902;S & I Elektrotechnik GmbH & Co. KG;
2c969491/7b768fde/017b/7765311b/0226;MED310830;2HM Business Services GmbH;
2c96810e/6bb1cdcf/016b/b1ce5d79/0003;EL00007;SPIE Deutschland & Zentraleuropa;SPIE Buchmann GmbH
2c9681fb/6e687923/016e/69511ecc/00a2;BAU00972;Natursteine Frank;
2c9694ae/82fd04c2/0182/fd420945/0143;EHG00999;Super 8 Zollhafen Mainz;
2c9681f9/6d47e0a0/016d/48c2d358/00bb;BAU00965;Hehl-Naturstein;Markus Hehl
2c968186/67cbe214/0167/cbf364c0/138e;MED201103;Omnimago GmbH;""
2c9681e9/6c468246/016c/4710179c/0365;BAU0093;Steinmetzbetrieb Kornmesser;
2c969491/8a21c8c9/018a/21f3e232/0123;BAU230825;Klaus Zahn;Steinmetz- und Steinbildhauermeister
2c969491/82e82754/0182/e89adac4/00a6;BAU220830;Grabmale Müller GmbH;Steinmetz-& Bildhauerwerkstätte
2c969491/7b527f31/017b/52ea517f/018e;BAU210820;Knebel Baugesellschaft mbH;
2c968186/67cbe214/0167/cbf246d9/0302;EL00374;Azur GmbH;""
2c969491/7b7bc074/017b/7bf9d680/0135;EL210828;HP Elektrotechnik KG;
2c968186/67cbe214/0167/cbf29255/0735;EHG00165;Edeka Lich Nieder-Olm;
2c968186/67cbe214/0167/cbf2392d/022e;ME0124;Autohaus Creusen + Scherer GmbH;Niederlassung Alzey
2c968186/67cbe214/0167/cbf2fdad/0da8;EL201110;innoventec GmbH;
2c9681fa/73511cca/0173/51a10131/0176;EL05490;Elektro- und Steuerungs-Technik Knoll;
2c969491/8a21c8c9/018a/223a6b7a/0332;BAU230829;Dennis Wenzel;Kreative Steingestaltung
2c968186/67cbe214/0167/cbf34f35/124a;MED00091;Montage+Filmproduktion GmbH;
2c968186/67cbe214/0167/cbf36d4b/1417;MED00240;Philharmonie Luxembourg;""
2c968186/67cbe214/0167/cbf30723/0e3e;ALLG2011108;Johannes Gutenberg-Universität Mainz;Abteilung Personal
2c968186/67cbe214/0167/cbf2adbc/08c9;EHG2011116;Erwin Riechardt Fleischwaren;
2c968186/67cbe214/0167/cbf2ee5c/0cb2;EL00295;Hörmann Informationssysteme GmbH;
2c968186/67cbe214/0167/cbf2e40c/0c08;BAU00468;Headroom Media Service;""
2c9681f3/6af7ca56/016a/f86e5aa5/0132;EL201154;ISD FENIQS GmbH;Niederlassung Mainz
2c968186/67cbe214/0167/cbf38d26/15f5;BAU00449;Sann Zimmergeschäft und Treppenbau GmbH;""
2c968186/67cbe214/0167/cbf30147/0de3;EL000299;ITs-plus GmbH & Co. KG;""
2c969491/7b61fb62/017b/623da7da/0151;BAU210824;Andre Beutel;Malerbetrieb
2c968186/67cbe214/0167/cbf3cd59/19d2;EL201163;Weicom Systemhaus GmbH;""
2c96949a/8a5e99ca/018a/64811050/04a6;EL30449584;JUWI GmbH;
2c96949d/8320fef5/0183/31235e84/0793;BRAND;Brand - Der Donnersbäcker;
2c968186/67cbe214/0167/cbf3128c/0ee0;ME201146;KFZ Reparaturwerkstatt Di Salvo;KFZ - Import und Export
2c969491/8a21c8c9/018a/21e37efc/00a1;BAU230824;Andreas Meyer;Grabmale Meyer
2c968186/67cbe214/0167/cbf29bcb/07bf;EL000233;Elektro Lamoth;""
2c9681e9/6c897fbe/016c/89a9a57b/0197;ALLG2011112;LÖHR & BECKER Aktiengesellschaft;Karosserie und Lackzentrum Mainz
2c968186/67cbe214/0167/cbf3bef2/18fc;EL000271;Verbandsgemeinde Nieder-Olm;""
2c968186/67cbe214/0167/cbf369d1/13e4;EL000065;Pegasoft IT-Service Heintz;
2c968186/67cbe214/0167/cbf243fa/02d2;ME2011102;Adwin Janssen;Bosch Car Service Autotechnik
2c968186/67cbe214/0167/cbf236dc/020c;ME201113;Auto Müller GmbH;
2c968186/67cbe214/0167/cbf2a715/085d;EL000175;Elektrotrechnik Lampe;""
2c9681e9/6c468246/016c/473de481/0450;BAU00933;Andreas Milch;Milch Architekten
2c968186/67cbe214/0167/cbf28c99/06e3;MED201101;Druckbetrieb Lindner;""
2c968186/67cbe214/0167/cbf3b89a/189f;MED201102;Turtle Ton Technik GmbH;
2c968186/67cbe214/0167/cbf222f7/00f3;EHG00004;Adler;""
2c968186/67cbe214/0167/cbf30b2a/0e76;BAU201129;Kaiser & Co Naturstein GmbH;
2c968186/67cbe214/0167/cbf32316/0fda;EL000204;Landesbetrieb Mobilität Rheinland-Pfalz;Autobahnmeisterei Wattenheim
2c968186/67cbe214/0167/cbf34c95/1220;EL000104;Metzler Elektrotechnik;""
2c968186/67cbe214/0167/cbf3272d/1010;EL00125;Licht & Elektro Schmelzer;
2c969491/7b785666/017b/78fbb124/0312;EL210825;JUWÖ Poroton-Werke;Enst Jungk &  Sohn GmbH
2c968186/67cbe214/0167/cbf382f5/1555;MED00303;Rieco Druck und Daten GmbH & Co. KG;""
2c968186/67cbe214/0167/cbf30a40/0e6c;EL201148;k 5 Neztwerksysteme GmbH;
